"species_id","common_name","scientific_name","species_num_cd"
"RBME","Red-breasted Merganser","Mergus serrator",130
"RBNU","Red-breasted Nuthatch","Sitta canadensis",728
"RBPE","Rufous-browed Peppershrike","Cyclarhis gujanensis",NA
"RBPI","Red-billed Pigeon","Patagioenas flavirostris",313
"RBRC","Red-breasted Chat","Granatellus venustus",NA
"RBRO","Rufous-backed Robin","Turdus rufopalliatus",762.2
"RBRS","Rufous-breasted Spinetail","Synallaxis erythrothorax",NA
"RBSA","Red-breasted Sapsucker","Sphyrapicus ruber",403
"RBSC","Red-billed Scythebill","Campylorhamphus trochilirostris",NA
"RBSE","Ruddy-breasted Seedeater","Sporophila minuta",NA
"RBSW","Rufous-breasted Wren","Thryothorus rutilus",NA
"RBTR","Red-billed Tropicbird","Phaethon aethereus",113
"RBTY","Rufous-browed Tyrannulet","Phylloscartes superciliaris",NA
"RBWO","Red-bellied Woodpecker","Melanerpes carolinus",409
"RBWW","Rufous-browed Wren","Troglodytes rufociliatus",NA
"RCAT","Red-crowned Ant-Tanager","Habia rubica",NA
"RCBF","Rufous-capped Brush-Finch","Atlapetes pileatus",NA
"RCCA","Red-crested Cardinal","Paroaria coronata",592.2
"RCCO","Red-cheeked Cordonbleu","Uraeginthus bengalus",805
"RCGS","Rusty-crowned Ground-Sparrow","Melozone kieneri",NA
"RCHU","Rufous-cheeked Hummingbird","Goethalsia bella",NA
"RCKI","Ruby-crowned Kinglet","Regulus calendula",749
"RCMA","Red-capped Manakin","Pipra mentalis",NA
"RCMO","Russet-crowned Motmot","Momotus mexicanus",NA
"RCNT","Ruddy-capped Nightingale-Thrush","Catharus frantzii",NA
"RCOS","Rufous-collared Sparrow","Zonotrichia capensis",NA
"RCPA","Red-crowned Parrot","Amazona viridigenalis",382.6
"RCQD","Russet-crowned Quail-Dove","Geotrygon goldmani",NA
"RCRC","Rufous-crested Coquette","Lophornis delattrei",NA
"RCRO","Rufous-collared Robin","Turdus rufitorques",NA
"RCRW","Red-crowned Woodpecker","Melanerpes rubricapillus",NA
"RCSP","Rufous-crowned Sparrow","Aimophila ruficeps",580
"RCWA","Rufous-capped Warbler","Basileuterus rufifrons",692.1
"RCWO","Red-cockaded Woodpecker","Picoides borealis",395
"RDTF","Ruddy-tailed Flycatcher","Terenotriccus erythrurus",NA
"REAV","Red Avadavat","Amandava amandava",809
"REBU","Reed Bunting","Emberiza schoeniclus",535.5
"RECR","Red Crossbill","Loxia curvirostra",521
"REDH","Redhead","Aythya americana",146
"REDW","Redwing","Turdus iliacus",760
"REEG","Reddish Egret","Egretta rufescens",198
"REJU","Red Junglefowl","Gallus gallus",NA
"REKN","Red Knot","Calidris canutus",234
"REPH","Red Phalarope","Phalaropus fulicarius",222
"REQU","Resplendent Quetzal","Pharomachrus mocinno",NA
"RESI","Red Siskin","Carduelis cucullata",532.1
"REVI","Red-eyed Vireo","Vireo olivaceus",624
"REWA","Red Warbler","Ergaticus ruber",NA
"RFBL","Red-flanked Bluetail","Tarsiger cyanurus",764.2
"RFBO","Red-footed Booby","Sula sula",116
"RFCO","Red-faced Cormorant","Phalacrocorax urile",124
"RFPA","Red-fronted Parrotlet","Touit costaricensis",NA
"RFSP","Red-faced Spinetail","Cranioleuca erythrops",NA
"RFTF","Rufous-tailed Flycatcher","Myiarchus validus",NA
"RFWA","Red-faced Warbler","Cardellina rubrifrons",690
"RHAU","Rhinoceros Auklet","Cerorhinca monocerata",15
"RHBA","Red-headed Barbet","Eubucco bourcierii",NA
"RHTA","Red-headed Tanager","Piranga erythrocephala",NA
"RHWO","Red-headed Woodpecker","Melanerpes erythrocephalus",406
"RIHA","Ridgway's Hawk","Buteo ridgwayi",NA
"RIKI","Ringed Kingfisher","Ceryle torquatus",390.1
"RIWR","Riverside Wren","Thryothorus semibadius",NA
"RLHA","Rough-legged Hawk","Buteo lagopus",347
"RLHO","Red-legged Honeycreeper","Cyanerpes cyaneus",NA
"RLKI","Red-legged Kittiwake","Rissa brevirostris",41
"RLPA","Red-lored Parrot","Amazona autumnalis",NA
"RLTH","Red-legged Thrush","Turdus plumbeus",762.3
"RLTY","Rough-legged Tyrannulet","Phyllomyias burmeisteri",NA
"RMFL","Rusty-margined Flycatcher","Myiozetetes cayanensis",NA
"RMOT","Rufous Motmot","Baryphthengus martii",NA
"RMOU","Rufous Mourner","Rhytipterna holerythra",NA
"RNAW","Rufous-naped Wren","Campylorhynchus rufinucha",NA
"RNDU","Ring-necked Duck","Aythya collaris",150
"RNEP","Ring-necked Pheasant","Phasianus colchicus",309.1
"RNGR","Red-necked Grebe","Podiceps grisegena",2
"RNPA","Red-necked Parrot","Amazona arausiaca",NA
"RNPH","Red-necked Phalarope","Phalaropus lobatus",223
"RNSA","Red-naped Sapsucker","Sphyrapicus nuchalis",402.1
"RNST","Red-necked Stint","Calidris ruficollis",242.2
"RODO","Rock Dove","Columba livia",NA
"ROFL","Royal Flycatcher","Onychorhynchus coronatus",NA
"ROGO","Ross's Goose","Chen rossii",170
"ROGU","Ross's Gull","Rhodostethia rosea",61
"ROHA","Roadside Hawk","Buteo magnirostris",343.1
"ROPI","Rock Pigeon","Columba livia",313.1
"ROPT","Rock Ptarmigan","Lagopus muta",302
"ROSA","Rock Sandpiper","Calidris ptilocnemis",236
"ROSP","Roseate Spoonbill","Platalea ajaja",183
"ROST","Roseate Tern","Sterna dougallii",72
"ROTT","Rosy Thrush-Tanager","Rhodinocichla rosea",NA
"ROWR","Rock Wren","Salpinctes obsoletus",715
"ROYT","Royal Tern","Thallasseus maximus",65
"RRAN","Rufous-rumped Antwren","Terenura callinota",NA
"RRPA","Rose-ringed Parakeet","Psittacula krameri",NA
"RRSH","Red-naped X Red-breasted Saps. Hybrid","Sphyrapicus nuchalis x ruber",NA
"RRWO","Red-rumped Woodpecker","Veniliornis kirkii",NA
"RSBL","Red-shouldered Blackbird","Agelaius assimilis",NA
"RSFL","Red-shafted Flicker","Colaptes a. cafer",413
"RSHA","Red-shouldered Hawk","Buteo lineatus",339
"RSTO","Rufous-sided Towhee","Pipilo maculatus/erythr.",NA
"RTAH","Rufous-tailed Hummingbird","Amazilia tzacatl",NA
"RTAP","Ring-tailed Pigeon","Patagioenas caribaea",NA
"RTAT","Red-throated Ant-Tanager","Habia fuscicauda",NA
"RTBE","Rose-throated Becard","Pachyramphus aglaiae",441.1
"RTCA","Red-throated Caracara","Ibycter americanus",NA
"RTHA","Red-tailed Hawk","Buteo jamaicensis",337
"RTHE","Rufescent Tiger-Heron","Tigrisoma lineatum",NA
"RTHU","Ruby-throated Hummingbird","Archilochus colubris",428
"RTJA","Rufous-tailed Jacamar","Galbula ruficauda",NA
"RTLO","Red-throated Loon","Gavia stellata",11
"RTOH","Ruby-topaz Hummingbird","Chrysolampis mosquitus",NA
"RTPI","Red-throated Pipit","Anthus cervinus",699
"RTSO","Rufous-throated Solitaire","Myadestes genibarbis",912.7
"RTTA","Rose-throated Tanager","Piranga roseogularis",NA
"RTTR","Red-tailed Tropicbird","Phaethon rubricauda",113.1
"RUAN","Russet Antshrike","Thamnistes anabatinus",NA
"RUBL","Rusty Blackbird","Euphagus carolinus",509
"RUBU","Rustic Bunting","Emberiza rustica",535.1
"RUCR","Ruddy Crake","Laterallus ruber",NA
"RUDP","Ruddy Pigeon","Patagioenas subvinacea",NA
"RUDU","Ruddy Duck","Oxyura jamaicensis",167
"RUFF","Ruff","Philomachus pugnax",260
"RUFG","Ruddy Foliage-gleaner","Automolus rubiginosus",NA
"RUFH","Rufous-tailed Hummingbird","Amazilia tzacatl",438
"RUFP","Rufous Piha","Lipaugus unirufus",NA
"RUGD","Ruddy Ground-Dove","Columbina talpacoti",320.1
"RUGR","Ruffed Grouse","Bonasa umbellus",300
"RUHU","Rufous Hummingbird","Selasphorus rufus",433
"RUNI","Rufous Nightjar","Caprimulgus rufus",NA
"RUNT","Russet Nightingale-Thrush","Catharus occidentalis",NA
"RUQD","Ruddy Quail-Dove","Geotrygon montana",322.1
"RUSA","Rufous Sabrewing","Campylopterus rufus",NA
"RUSP","Rusty Sparrow","Aimophila rufescens",NA
"RUTR","Ruddy Treerunner","Margarornis rubiginosus",NA
"RUTU","Ruddy Turnstone","Arenaria interpres",283
"RUWO","Ruddy Woodcreeper","Dendrocincla homochroa",NA
"RUWR","Rufous-necked Wood-Rail","Aramides axillaris",NA
"RVBU","Red-vented Bulbul","Pycnonotus cafer",726.2
"RVCH","Rufous-vented Chachalaca","Ortalis ruficauda",NA
"RVGC","Rufous-vented Ground-Cuckoo","Neomorphus geoffroyi",NA
"RWAN","Rufous-winged Antwren","Herpsilochmus rufimarginatus",NA
"RWBL","Red-winged Blackbird","Agelaius phoeniceus",498
"RWBU","Red-whiskered Bulbul","Pycnonotus jocosus",726.1
"RWSP","Rufous-winged Sparrow","Aimophila carpalis",579
"RWTA","Rufous-winged Tanager","Tangara lavinia",NA
"RWWO","Rufous-winged Woodpecker","Piculus simplex",NA
"SACR","Sandhill Crane","Grus canadensis",206
"SAFI","Saffron Finch","Sicalis flaveola",586.1
"SAFL","Sad Flycatcher","Myiarchus barbirostris",909.4
"SAGS","Sage Sparrow","Amphispiza belli",574
"SAGU","Sabine's Gull","Xema sabini",62
"SAHA","Savanna Hawk","Buteogallus meridionalis",NA
"SAND","Sanderling","Calidris alba",248
"SAPA","Sapayoa","Sapayoa aenigma",NA
"SAPH","Say's Phoebe","Sayornis saya",457
"SATE","Sandwich Tern","Thallasseus sandvicensis",67
"SATH","Sage Thrasher","Oreoscoptes montanus",702
"SAVI","St. Andrew Vireo","Vireo caribaeus",NA
"SAVS","Savannah Sparrow","Passerculus sandwichensis",542
"SBAN","Smooth-billed Ani","Crotophaga ani",383
"SBAO","Streak-backed Oriole","Icterus pustulatus",505.1
"SBCU","Slender-billed Curlew","Numenius tenuirostris",NA
"SBDO","Short-billed Dowitcher","Limnodromus griseus",231
"SBDU","Spot-billed Duck","Anas poecilorhyncha",NA
"SBEH","Snowy-bellied Hummingbird","Amazilia edward",NA
"SBFF","Slaty-backed Forest-Falcon","Micrastur mirandollei",NA
"SBFL","Sulphur-bellied Flycatcher","Myiodynastes luteiventris",451
"SBGR","Slender-billed Grackle","Quiscalus palustris",NA
"SBGU","Slaty-backed Gull","Larus schistisagus",48
"SBJA","San Blas Jay","Cyanocorax sanblasianus",483.1
"SBKI","Slender-billed Kite","Rostrhamus hamatus",NA
"SBNT","Slaty-backed Nightingale-Thrush","Catharus fuscater",NA
"SBOH","Spotted x Barred Owl Hybrid","Strix occiden. x varia",368.6
"SBPI","Short-billed Pigeon","Patagioenas nigrirostris",NA
"SBRH","Scaly-breasted Hummingbird","Phaeochroa cuvieri",NA
"SBRO","Siberian Blue Robin","Luscinia cyane",NA
"SBSA","Spoon-billed Sandpiper","Eurynorhynchus pygmeus",245
"SBSW","Spot-breasted Wren","Thryothorus maculipectus",NA
"SBTA","Scarlet-browed Tanager","Heterospingus xanthopygius",NA
"SBTH","Scaly-breasted Thrasher","Allenia fuscus",NA
"SBTI","Slaty-breasted Tinamou","Crypturellus boucardi",NA
"SBTR","Streak-breasted Treehunter","Thripadectes rufobrunneus",NA
"SBWP","Spot-breasted Woodpecker","Colaptes punctigula",NA
"SCAA","Scaled Antpitta","Grallaria guatimalensis",NA
"SCBA","Spot-crowned Barbet","Capito maculicoronatus",NA
"SCBH","Scaled and Northern Bobwhite Hybrid","",NA
"SCBT","Sooty-capped Bush-Tanager","Chlorospingus pileatus",NA
"SCBW","Scaly-breasted Wren","Microcerculus marginatus",NA
"SCCO","Short-crested Coquette","Lophornis brachylophus",NA
"SCGO","Small Canada Goose","Branta c. parvipes",172.9
"SCHA","Streak-chested Antpitta","Hylopezus perspicillatus",NA
"SCHT","Spangle-cheeked Tanager","Tangara dowii",NA
"SCHU","Scintillant Hummingbird","Selasphorus scintilla",NA
"SCHW","Stripe-cheeked Woodpecker","Piculus callopterus",NA
"SCIB","Scarlet Ibis","Eudocimus ruber",185
"SCJU","Slate-colored Junco","Junco h. hyemalis",567
"SCMA","Scarlet Macaw","Ara macao",NA
"SCOG","Slate-colored Grosbeak","Saltator grossus",NA
"SCOR","Scott's Oriole","Icterus parisorum",504
"SCOW","Screech Owl","",NA
"SCPI","Scaled Pigeon","Patagioenas speciosa",NA
"SCPT","Scale-crested Pygmy-Tyrant","Lophotriccus pileatus",NA
"SCQU","Scaled Quail","Callipepla squamata",293
"SCRG","Scrub Greenlet","Hylophilus flavipes",NA
"SCRW","Spot-crowned Woodcreeper","Lepidocolaptes affinis",NA
"SCSE","Slate-colored Seedeater","Sporophila schistacea",NA
"SCSO","Slate-colored Solitaire","Myadestes unicolor",NA
"SCTA","Scarlet Tanager","Piranga olivacea",608
"SECF","Sepia-capped Flycatcher","Leptopogon amaurocephalus",NA
"SEHA","Semiplumbeous Hawk","Leucopternis semiplumbeus",NA
"SEOW","Short-eared Owl","Asio flammeus",367
"SEPL","Semipalmated Plover","Charadrius semipalmatus",274
"SESA","Semipalmated Sandpiper","Calidris pusilla",246
"SESP","Seaside Sparrow","Ammodramus maritimus",550
"SEUP","Scrub Euphonia","Euphonia affinis",NA
"SEWA","Semper's Warbler","Leucopeza semperi",NA
"SEWR","Sedge Wren","Cistothorus platensis",724
"SFAN","Spiny-faced Antshrike","Xenornis setifrons",NA
"SFFI","Sooty-faced Finch","Lysurus crassirostris",NA
"SFSW","Spot-fronted Swift","Cypseloides cherriei",NA
"SFTA","Silvery-fronted Tapaculo","Scytalopus argentifrons",NA
"SGBW","Straight-billed Woodcreeper","Xiphorhynchus picus",NA
"SHAL","Shy Albatross","Thalassarche cauta",82.3
"SHAR","Sharpbill","Oxyruncus cristatus",NA
"SHBF","Stripe-headed Brush-Finch","Buarremon torquatus",NA
"SHCO","Shiny Cowbird","Molothrus bonariensis",496.1
"SHHO","Shining Honeycreeper","Cyanerpes lucidus",NA
"SHOS","Short-tailed Shearwater","Puffinus tenuirostris",96
"SHPA","Saffron-headed Parrot","Pionopsitta pyrilia",NA
"SHSP","Stripe-headed Sparrow","Aimophila ruficauda",NA
"SHTF","Slate-headed Tody-Flycatcher","Poecilotriccus sylvia",NA
"SHTH","Sapphire-throated Hummingbird","Lepidopyga coeruleogularis",NA
"SHTN","Short-tailed Nighthawk","Lurocalis semitorquatus",NA
"SHTY","Sooty-headed Tyrannulet","Phyllomyias griseiceps",NA
"SHWO","Streak-headed Woodcreeper","Lepidocolaptes souleyetii",NA
"SHWR","Sooty-headed Wren","Thryothorus spadix",910.9
"SIAC","Siberian Accentor","Prunella montanella",749.1
"SIBW","Stripe-breasted Wren","Thryothorus thoracicus",NA
"SICR","Sinaloa Crow","Corvus sinaloae",NA
"SIMA","Sinaloa Martin","Progne sinaloae",NA
"SIQU","Singing Quail","Dactylortyx thoracicus",NA
"SIRU","Siberian Rubythroat","Luscinia calliope",764.1
"SIRY","Sirystes","Sirystes sibilator",NA
"SIWR","Sinaloa Wren","Thryothorus sinaloa",NA
"SKLA","Sky Lark","Alauda arvensis",473
"SLAN","Slaty Antwren","Myrmotherula schisticolor",NA
"SLBF","St. Lucia Black Finch","Melanospiza richardsoni",NA
"SLCF","Slaty-capped Flycatcher","Leptopogon superciliaris",NA
"SLFI","Slaty Finch","Haplospiza rustica",NA
"SLFL","Slaty Flowerpiercer","Diglossa plumbea",NA
"SLOR","St. Lucia Oriole","Icterus laudabilis",NA
"SLPA","St. Lucia Parrot","Amazona versicolor",NA
"SLSH","Slender Sheartail","Doricha enicura",NA
"SLSP","Slaty Spinetail","Synallaxis brachyura",NA
"SLVI","Slaty Vireo","Vireo brevipennis",NA
"SLWA","St. Lucia Warbler","Dendroica delicata",NA
"SMBW","Smoky-brown Woodpecker","Veniliornis fumigatus",NA
"SMEW","Smew","Mergellus albellus",131.1
"SMLO","Smith's Longspur","Calcarius pictus",537
"SMSP","Sierra Madre Sparrow","Xenospiza baileyi",NA
"SNBU","Snow Bunting","Plectrophenax nivalis",534
"SNBW","Strong-billed Woodcreeper","Xiphocolaptes promeropirhynchus",NA
"SNCO","Snowy Cotinga","Carpodectes nitidus",NA
"SNEG","Snowy Egret","Egretta thula",197
"SNGO","Snow Goose","Chen caerulescens",169
"SNKI","Snail Kite","Rostrhamus sociabilis",330
"SNOC","Snowcap","Microchera albocoronata",NA
"SNOW","Snowy Owl","Bubo scandiacus",376
"SNPI","Scaly-naped Pigeon","Patagioenas squamosa",314.1
"SNPL","Snowy Plover","Charadrius alexandrinus",278
"SOBE","Southern Bentbill","Oncostoma olivaceum",NA
"SOBT","Southern Beardless-Tyrannulet","Camptostoma obsoletum",NA
"SOCW","Socorro Wren","Troglodytes sissonii",NA
"SODO","Socorro Dove","Zenaida graysoni",NA
"SOEA","Solitary Eagle","Harpyhaliaetus solitarius",NA
"SOFL","Social Flycatcher","Myiozetetes similis",450
"SOGR","Sooty Grouse","Dendragapus fuliginosus",NA
"SOHW","Southern House-Wren","Troglodytes a. musculus",NA
"SOLA","Southern Lapwing","Vanellus chilensis",NA
"SOMA","Southern Martin","Progne elegans",NA
"SOMO","Socorro Mockingbird","Mimus graysoni",NA
"SONW","Song Wren","Cyphorhinus phaeocephalus",NA
"SORA","Sora","Porzana carolina",214
"SORO","Sooty Robin","Turdus nigrescens",NA
"SOSA","Solitary Sandpiper","Tringa solitaria",256
"SOSH","Sooty Shearwater","Puffinus griseus",95
"SOSP","Song Sparrow","Melospiza melodia",581
"SOTE","Sooty Tern","Onychoprion fuscatus",75
"SOVI","Solitary Vireo","Vireo (sp)",629.9
"SPAN","Spotted Antbird","Hylophylax naevioides",NA
"SPBA","Spotted Barbtail","Premnoplex brunnescens",NA
"SPCA","Spot-crowned Antvireo","Dysithamnus puncticeps",NA
"SPCE","Spot-crowned Euphonia","Euphonia imitans",NA
"SPCR","Spotted Crake","Porzana porzana",213
"SPDO","Spotted Dove","Streptopelia chinensis",315.1
"SPEI","Spectacled Eider","Somateria fischeri",158
"SPEO","Spectacled Owl","Pulsatrix perspicillata",NA
"SPFL","Spotted Flycatcher","Muscicapa striata",NA
"SPGR","Spruce Grouse","Falcipennis canadensis",298
"SPMO","Speckled Mourner","Laniocera rufescens",NA
"SPNT","Spotted Nightingale-Thrush","Catharus dryas",NA
"SPOO","Spot-breasted Oriole","Icterus pectoralis",503.2
"SPOW","Spotted Owl","Strix occidentalis",369
"SPPA","Spectacled Parrotlet","Forpus conspicillatus",NA
"SPPI","Sprague's Pipit","Anthus spragueii",700
"SPQU","Spotted Wood-Quail","Odontophorus guttatus",NA
"SPRA","Spotted Rail","Pardirallus maculatus",NA
"SPRE","Spotted Redshank","Tringa erythropus",253.2
"SPSA","Spotted Sandpiper","Actitis macularius",263
"SPSK","South Polar Skua","Stercocarius maccormicki",35.2
"SPTA","Speckled Tanager","Tangara guttata",NA
"SPTH","Sparkling-tailed Hummingbird","Tilmatura dupontii",NA
"SPTN","Spot-tailed Nightjar","Caprimulgus maculicaudus",NA
"SPTO","Spotted Towhee","Pipilo maculatus",588
"SPTS","Sharp-tailed Sandpiper","Calidris acuminata",238
"SPWO","Spotted Woodcreeper","Xiphorhynchus erythropygius",NA
"SPWR","Spotted Wren","Campylorhynchus gularis",NA
"SQCU","Squirrel Cuckoo","Piaya cayana",NA
"SRCA","Scarlet-rumped Cacique","Cacicus uropygialis",NA
"SRFL","Sulphur-rumped Flycatcher","Myiobius sulphureipygius",NA
"SRGH","Snow X Ross's Goose Hybrid","Chen caerul. x rossii",170.3
"SRTA","Sulphur-rumped Tanager","Heterospingus rubrifrons",NA
"SRTH","Stripe-throated Hermit","Phaethornis striigularis",NA
"SRWS","Southern Rough-winged Swallow","Stelgidopteryx ruficollis",NA
"SSAL","Streaked Saltator","Saltator striatipectus",NA
"SSHA","Sharp-shinned Hawk","Accipiter striatus",332
"SSPA","Striped Sparrow","Oriturus superciliosus",NA
"SSTS","Saltmarsh Sharp-tailed Sparrow","Ammodramus caudacutus",549
"STAL","Short-tailed Albatross","Phoebastria albatrus",82
"STCA","Streak-crowned Antvireo","Dysithamnus striaticeps",NA
"STCU","Striped Cuckoo","Tapera naevia",NA
"STCW","Strickland's Woodpecker","Picoides stricklandi",NA
"STDA","Scarlet-thighed Dacnis","Dacnis venusta",NA
"STEI","Steller's Eider","Polysticta stelleri",157
"STFG","Scaly-throated Foliage-gleaner","Anabacerthia variegaticeps",NA
"STFL","Scissor-tailed Flycatcher","Tyrannus forficatus",443
"STGN","Slate-throated Gnatcatcher","Polioptila schistaceigula",NA
"STGR","Sharp-tailed Grouse","Tympanuchus phasianellus",308
"STHA","Short-tailed Hawk","Buteo brachyurus",344
"STHJ","Silvery-throated Jay","Cyanolyca argentigula",NA
"STJA","Steller's Jay","Cyanocitta stelleri",478
"STKI","Swallow-tailed Kite","Elanoides forficatus",327
"STLE","Scaly-throated Leaftosser","Sclerurus guatemalensis",NA
"STLH","Stripe-tailed Hummingbird","Eupherusa eximia",NA
"STOF","Stolid Flycatcher","Myiarchus stolidus",455.3
"STON","Stonechat","Saxicola torquatus",NA
"STOW","Stygian Owl","Asio stygius",NA
"STPE","Stejneger's Petrel","Pterodroma longirostris",NA
"STPW","Striped Woodhaunter","Hyloctistes subulatus",NA
"STRE","Slate-throated Redstart","Myioborus miniatus",NA
"STRF","Streaked Flycatcher","Myiodynastes maculatus",NA
"STRH","Striated Heron","Butorides striata",NA
"STRM","Streamertail","Trochilus polytmus",NA
"STRO","Striped Owl","Pseudoscops clamator",NA
"STRS","Streaked Shearwater","Calonectris leucomelas",88.1
"STSA","Stilt Sandpiper","Calidris himantopus",233
"STSE","Steller's Sea-Eagle","Haliaeetus pelagicus",352.1
"STSP","Sharp-tailed Sparrow","Ammodramus nelsoni/caudacut.",549.9
"STST","Sharp-tailed Streamcreeper","Lochmias nematura",NA
"STSW","Short-tailed Swift","Chaetura brachyura",423.1
"STTA","Silver-throated Tanager","Tangara icterocephala",NA
"STTR","Slaty-tailed Trogon","Trogon massena",NA
"STTS","Stub-tailed Spadebill","Platyrinchus cancrominus",NA
"STWR","Stripe-throated Wren","Thryothorus leucopogon",NA
"STXE","Streaked Xenops","Xenops rutilans",NA
"SUNB","Sunbittern","Eurypyga helias",NA
"SUNG","Sungrebe","Heliornis fulica",NA
"SURF","Surfbird","Aphriza virgata",282
"SUSC","Surf Scoter","Melanitta perspicillata",166
"SUTA","Summer Tanager","Piranga rubra",610
"SUWA","Sutton's Warbler","Parula amer. X Dendroica domi.",663.4
"SUWR","Sumichrast's Wren","Hylorchilus sumichrasti",NA
"SVHU","Steely-vented Hummingbird","Amazilia saucerrottei",NA
"SVPA","St. Vincent Parrot","Amazona guildingii",NA
"SWFG","Slaty-winged Foliage-gleaner","Philydor fuscipenne",NA
"SWFL","Southwestern Willow Flycatcher","Empidonax t. extimus",466.4
"SWHA","Swainson's Hawk","Buteo swainsoni",342
"SWPA","Sulphur-winged Parakeet","Pyrrhura hoffmanni",NA
"SWSP","Swamp Sparrow","Melospiza georgiana",584
"SWTA","Swallow Tanager","Tersina viridis",NA
"SWTH","Swainson's Thrush","Catharus ustulatus",758
"SWWA","Swainson's Warbler","Limnothlypis swainsonii",638
"TABT","Tacarcuna Bush-Tanager","Chlorospingus tacarcunae",NA
"TACR","Tamaulipas Crow","Corvus imparatus",489.1
"TAFL","Taiga Flycatcher","Ficedula albicilla",NA
"TAPO","Tamaulipas Pygmy-Owl","Glaucidium sanchezi",NA
"TATA","Tacarcuna Tapaculo","Scytalopus panamensis",NA
"TAWQ","Tacarcuna Wood-Quail","Odontophorus dialeucos",NA
"TBEU","Thick-billed Euphonia","Euphonia laniirostris",NA
"TBFL","Tawny-breasted Flycatcher","Myiobius villosus",NA
"TBHU","Tooth-billed Hummingbird","Androdon aequatorialis",NA
"TBKI","Thick-billed Kingbird","Tyrannus crassirostris",445.1
"TBMO","Turquoise-browed Motmot","Eumomota superciliosa",NA
"TBMU","Thick-billed Murre","Uria lomvia",31
"TBPA","Thick-billed Parrot","Rhynchopsitta pachyrhyncha",382.1
"TBSF","Thick-billed Seed-Finch","Oryzoborus funereus",NA
"TBVI","Thick-billed Vireo","Vireo crassirostris",913
"TCEU","Tawny-capped Euphonia","Euphonia anneae",NA
"TCFL","Tawny-chested Flycatcher","Aphanotriccus capitalis",NA
"TCGR","Tawny-crowned Greenlet","Hylophilus ochraceiceps",NA
"TCNI","Tawny-collared Nightjar","Caprimulgus salvini",NA
"TCTA","Tawny-crested Tanager","Tachyphonus delatrii",NA
"TESA","Terek Sandpiper","Xenus cinereus",NA
"TEST","Temminck's Stint","Calidris temminckii",NA
"TEWA","Tennessee Warbler","Vermivora peregrina",647
"TFGN","Tawny-faced Gnatwren","Microbates cinereiventris",NA
"TFQU","Tawny-faced Quail","Rhynchortyx cinctus",NA
"THAN","Thicket Antpitta","Hylopezus dives",NA
"THGU","Thayer's Gull","Larus thayeri",43.1
"THTI","Thicket Tinamou","Crypturellus cinnamomeus",NA
"THWH","Townsend's x Hermit Warbler Hybrid","Dendroica townsendi x occi.",668.6
"TIHA","Tiny Hawk","Accipiter superciliosus",NA
"TIWR","Timberline Wren","Thryorchilus browni",NA
"TLSC","Thrush-like Schiffornis","Schiffornis turdina",NA
"TOMO","Tody Motmot","Hylomanes momotula",NA
"TOSH","Townsend's Shearwater","Puffinus auricularis",93.1
"TOSO","Townsend's Solitaire","Myadestes townsendi",754
"TOTY","Torrent Tyrannulet","Serpophaga cinerea",NA
"TOWA","Townsend's Warbler","Dendroica townsendi",668
"TRBL","Tricolored Blackbird","Agelaius tricolor",500
"TRES","Tree Swallow","Tachycineta bicolor",614
"TRFL","Traill's Flycatcher","Empidonax alnorum/traillii",466.9
"TRGN","Tropical Gnatcatcher","Polioptila plumbea",NA
"TRHE","Tricolored Heron","Egretta tricolor",199
"TRKI","Tropical Kingbird","Tyrannus melancholicus",446
"TRMO","Tropical Mockingbird","Mimus gilvus",703.2
"TRMU","Tricolored Munia","Lonchura malacca",NA
"TROU","Troupial","Icterus icterus",916.6
"TRPA","Tropical Parula","Parula pitiayumi",649
"TRPE","Tropical Pewee","Contopus cinereus",NA
"TRPI","Tree Pipit","Anthus trivialis",NA
"TRSO","Tropical Screech-Owl","Megascops choliba",NA
"TRSP","Tristram's Storm-Petrel","Oceanodroma tristrami",107.1
"TRUS","Trumpeter Swan","Cygnus buccinator",181
"TSBL","Tawny-shouldered Blackbird","Agelaius humeralis",500.1
"TSWA","Three-striped Warbler","Basileuterus tristriatus",NA
"TTLE","Tawny-throated Leaftosser","Sclerurus mexicanus",NA
"TUCO","Turquoise Cotinga","Cotinga ridgwayi",NA
"TUDU","Tufted Duck","Aythya fuligula",149.1
"TUFL","Tufted Flycatcher","Mitrephanes phaeocercus",NA
"TUJA","Tufted Jay","Cyanocorax dickeyi",NA
"TUPU","Tufted Puffin","Fratercula cirrhata",12
"TUQD","Tuxtla Quail-Dove","Geotrygon carrikeri",NA
"TUSW","Tundra Swan","Cygnus columbianus",NA
"TUTI","Tufted Titmouse","Baeolophus bicolor",731
"TUVU","Turkey Vulture","Cathartes aura",325
"TWBE","Three-wattled Bellbird","Procnias tricarunculatus",NA
"TWWO","Tawny-winged Woodcreeper","Dendrocincla anabatina",NA
"UAHA","Unidentified Accipiter Hawk","Accipiter (sp)",NA
"UAIH","Ula-ai-hawane","Ciridops anna",NA
"UCFI","Unidentified Carpodacus Finch","Carpodacus (sp)",NA
"UEFL","Unidentified Empidonax Flycatcher","Empidonax (sp)",NA
"ULGU","Unidentified Larus Gull","Larus (sp)",NA
"UNBI","Unidentified Bird","Aves (gen, sp)",NA
"UNBL","Unidentified Blackbird","Icteridae (gen, sp)",NA
"UNCR","Unidentified Crow","Corvus (sp)",NA
"UNDO","Unidentified Dowitcher","Limnodromus sp.",NA
