species_id	common_name	scientific_name	species_num_cd
COHU	Costa's Hummingbird	Calypte costae	430
COKI	Couch's Kingbird	Tyrannus couchii	446.10000000000002
COLC	Colombian Crake	Neocrex colombiana	
COLO	Common Loon	Gavia immer	7
COLR	Collared Redstart	Myioborus torquatus	
COLW	Colima Warbler	Vermivora crissalis	647.10000000000002
COMC	Common Crane	Grus grus	
COME	Common Merganser	Mergus merganser	129
COMG	Common Greenshank	Tringa nebularia	253
COMO	Common Moorhen	Gallinula chloropus	219
COMR	Common Redshank	Tringa totanus	253.09999999999999
COMU	Common Murre	Uria aalge	30
COMW	Common Waxbill	Estrilda astrild	808.10000000000002
COMY	Common Myna	Acridotheres tristis	493.19999999999999
CONI	Common Nighthawk	Chordeiles minor	420
CONW	Connecticut Warbler	Oporornis agilis	678
COOP	Cook's Petrel	Pterodroma cookii	98.299999999999997
COPA	Common Pauraque	Nyctidromus albicollis	419
COPL	Collared Plover	Charadrius collaris	
COPO	Common Poorwill	Phalaenoptilus nuttallii	418
CORA	Common Raven	Corvus corax	486
CORC	Corn Crake	Crex crex	217
CORE	Common Redpoll	Carduelis flammea	528
CORO	Common Rosefinch	Carpodacus erythrinus	516.10000000000002
COSA	Common Sandpiper	Actitis hypoleucos	263.10000000000002
COSH	Cory's Shearwater	Calonectris diomedea	88
COSN	Common Snipe	Gallinago gallinago	
COSW	Common Swift	Apus apus	424.19999999999999
COTE	Common Tern	Sterna hirundo	70
COTF	Common Tody-Flycatcher	Todirostrum cinereum	
COTO	Collared Towhee	Pipilo ocai	
COTR	Collared Trogon	Trogon collaris	
COVI	Cozumel Vireo	Vireo bairdi	
COWO	Cocoa Woodcreeper	Xiphorhynchus susurrans	
COYE	Common Yellowthroat	Geothlypis trichas	681
COZT	Cozumel Thrasher	Toxostoma guttatum	
CPAK	Cuban Parakeet	Aratinga euops	
CPAT	Cuban Parrot	Amazona leucocephala	
CPEA	Common Peafowl	Pavo cristatus	
CPOC	Common Pochard	Aythya ferina	146.09999999999999
CPOT	Common Potoo	Nyctibius griseus	
CPYO	Colima Pygmy-Owl	Glaucidium palmarum	
CRAU	Crested Auklet	Aethia cristatella	18
CRBO	Crested Bobwhite	Colinus cristatus	
CRCA	Crested Caracara	Caracara cheriway	362
CREA	Crested Eagle	Morphnus guianensis	
CRGU	Crested Guan	Penelope purpurascens	
CRHA	Crane Hawk	Geranospiza caerulescens	
CRMU	Craveri's Murrelet	Synthliboramphus craveri	26
CRMY	Crested Myna	Acridotheres cristatellus	493.10000000000002
CROR	Crested Oropendola	Psarocolius decumanus	
CROW	Crested Owl	Lophostrix cristata	
CRPL	Common Ringed Plover	Charadrius hiaticula	275
CRPO	Costa Rican Pygmy-Owl	Glaucidium costaricanum	
CRQD	Crested Quail-Dove	Geotrygon versicolor	
CRSW	Costa Rican Swift	Chaetura fumosa	
CRTH	Crissal Thrasher	Toxostoma crissale	712
CSSS	Cape Sable Seaside-Sparrow	Ammodramus m. mirabilis	551.10000000000002
CSSV	Chestnut-sided Shrike-Vireo	Vireolanius melitophrys	
CSWA	Chestnut-sided Warbler	Dendroica pensylvanica	659
CTAN	Checker-throated Antwren	Myrmotherula fulviventris	
CTSP	Cinnamon-tailed Sparrow	Aimophila sumichrasti	
CUBL	Cuban Blackbird	Dives atroviolaceus	
CUBM	Cuban Macaw	Ara tricolor	
CUBU	Cuban Bullfinch	Melopyrrha nigra	
CUCR	Cuban Crow	Corvus nasicus	
CUEM	Cuban Emerald	Chlorostilbon ricordii	
CUGN	Cuban Gnatcatcher	Polioptila lembeyei	
CUGR	Cuban Grassquit	Tiaris canorus	603.10000000000002
CUMA	Cuban Martin	Progne cryptoleuca	611.10000000000002
CUPE	Cuban Pewee	Contopus caribaeus	462.10000000000002
CUPO	Cuban Pygmy-Owl	Glaucidium siju	
CUSA	Curlew Sandpiper	Calidris ferruginea	244
CUSO	Cuban Solitaire	Myadestes elisabeth	
CUTO	Cuban Tody	Todus multicolor	
CUTR	Cuban Trogon	Priotelus temnurus	
CUVI	Cuban Vireo	Vireo gundlachii	
CVSH	Cape Verde Shearwater	Calonectris edwardsii	
CWWI	Chuck-will's-widow	Caprimulgus carolinensis	416
DAPE	Dark Pewee	Contopus lugubris	
DBCU	Dark-billed Cuckoo	Coccyzus melacoryphus	
DBGR	Double-banded Graytail	Xenerpestes minlosi	
DBJA	Dusky-backed Jacamar	Brachygalba salmoni	
DCCO	Double-crested Cormorant	Phalacrocorax auritus	120
DCFL	Dusky-capped Flycatcher	Myiarchus tuberculifer	455
DEJU	Dark-eyed Junco	Junco hyemalis	
DFTA	Dusky-faced Tanager	Mitrospingus cassinii	
DICK	Dickcissel	Spiza americana	604
DMAN	Dull-mantled Antbird	Myrmeciza laemosticta	
DOVE	Dovekie	Alle alle	34
DOWO	Downy Woodpecker	Picoides pubescens	394
DSFL	Dark-sided Flycatcher	Muscicapa sibirica	
DSTK	Double-striped Thick-knee	Burhinus bistriatus	
DTKI	Double-toothed Kite	Harpagus bidentatus	
DUAN	Dusky Antbird	Cercomacra tyrannina	
DUFL	Dusky Flycatcher	Empidonax oberholseri	469
DUGR	Dusky Grouse	Dendragapus obscurus	
DUHU	Dusky Hummingbird	Cynanthus sordidus	
DUNI	Dusky Nightjar	Caprimulgus saturatus	
DUNL	Dunlin	Calidris alpina	243
DUSS	Dusky Seaside-Sparrow	Ammodramus m. nigrescens	
DUTH	Dusky Thrush	Turdus naumanni	761.39999999999998
DUWA	Dusky Warbler	Phylloscopus fuscatus	747.39999999999998
DWAN	Dot-winged Antwren	Microrhopias quixensis	
DWJA	Dwarf Jay	Cyanolyca nana	
DWVI	Dwarf Vireo	Vireo nelsoni	
EABL	Eastern Bluebird	Sialia sialis	766
EACT	Eastern Chat-Tanager	Calyptophilus frugivorus	
EADO	Eared Dove	Zenaida auriculata	
EAGR	Eared Grebe	Podiceps nigricollis	4
EAKI	Eastern Kingbird	Tyrannus tyrannus	444
EAME	Eastern Meadowlark	Sturnella magna	501
EAPH	Eastern Phoebe	Sayornis phoebe	456
EAPO	Eared Poorwill	Nyctiphrynus mcleodii	
EAQU	Eared Quetzal	Euptilotis neoxenus	
EASO	Eastern Screech-Owl	Megascops asio	373
EATO	Eastern Towhee	Pipilo erythrophthalmus	587
EAWP	Eastern Wood-Pewee	Contopus virens	461
ECHU	Emerald-chinned Hummingbird	Abeillia abeillei	
EGWT	Eurasian Green-winged Teal	Anas c. crecca	138
EHOB	Eurasian Hobby	Falco subbuteo	
EHOO	Eurasian Hoopoe	Upupa epops	
ELEP	Elepaio	Chasiempis sandwichensis	770
ELEU	Elegant Euphonia	Euphonia elegantissima	
ELOW	Elf Owl	Micrathene whitneyi	381
ELQU	Elegant Quail	Callipepla douglasii	107.8
ELTE	Elegant Tern	Thallasseus elegans	66
ELTR	Elegant Trogon	Trogon elegans	389
EMGO	Emperor Goose	Chen canagica	176
EMTA	Emerald Tanager	Tangara florida	
EMTO	Emerald Toucanet	Aulacorhynchus prasinus	
ERFL	Eye-ringed Flatbill	Rhynchocyclus brevirostris	
ERFR	Erckel's Francolin	Francolinus erckelii	
ESCU	Eskimo Curlew	Numenius borealis	266
ETSP	Eurasian Tree Sparrow	Passer montanus	688.29999999999995
EUBL	Eurasian Blackbird	Turdus merula	761.10000000000002
EUBU	Eurasian Bullfinch	Pyrrhula pyrrhula	516
EUCD	Eurasian Collared-Dove	Streptopelia decaocto	
EUCO	Eurasian Coot	Fulica atra	220
EUCU	Eurasian Curlew	Numenius arquata	264.10000000000002
EUDO	Eurasian Dotterel	Charadrius morinellus	269.10000000000002
EUFL	Euler's Flycatcher	Lathrotriccus euleri	
EUGO	European Goldfinch	Carduelis carduelis	526.10000000000002
EUGP	European Golden-Plover	Pluvialis apricaria	271
EUJA	Eurasian Jackdaw	Corvus monedula	
EUKE	Eurasian Kestrel	Falco tinnunculus	359.10000000000002
EUOY	Eurasian Oystercatcher	Haematopus ostralegus	285
EUSI	Eurasian Siskin	Carduelis spinus	
EUSP	European Storm-Petrel	Hydrobates pelagicus	104
EUST	European Starling	Sturnus vulgaris	493
EUTD	European Turtle-Dove	Streptopelia turtur	
EUWI	Eurasian Wigeon	Anas penelope	136
EUWO	Eurasian Woodcock	Scolopax rusticola	227
EUWR	Eurasian Wryneck	Jynx torquilla	
EVGR	Evening Grosbeak	Coccothraustes vespertinus	514
EWCS	Eastern White-crowned Sparrow	Zonotrichia l. leucophrys	554.10000000000002
EWWA	Elfin-woods Warbler	Dendroica angelae	658.10000000000002
EYTH	Eyebrowed Thrush	Turdus obscurus	
EYWA	Eastern Yellow Wagtail	Motacilla tschutschensis	
FAAN	Fasciated Antshrike	Cymbilaimus lineatus	
FADU	Falcated Duck	Anas falcata	137.09999999999999
FBAR	Fiery-billed Aracari	Pteroglossus frantzii	
FBVI	Flat-billed Vireo	Vireo nanus	
FCTA	Flame-colored Tanager	Piranga bidentata	607.10000000000002
FECU	Far Eastern Curlew	Numenius madagascariensis	
FEFL	Fernandina's Flicker	Colaptes fernandinae	
FEHA	Ferruginous Hawk	Buteo regalis	348
FEPO	Ferruginous Pygmy-Owl	Glaucidium brasilianum	380
FFSH	Flesh-footed Shearwater	Puffinus carneipes	95.099999999999994
FGSP	Florida Grasshopper Sparrow	Ammodramus s. floridanus	546.39999999999998
FICR	Fish Crow	Corvus ossifragus	490
FIEL	Fieldfare	Turdus pilaris	761.20000000000005
FISP	Field Sparrow	Spizella pusilla	563
FLFL	Flammulated Flycatcher	Deltarhynchus flammulatus	
FLIN	Hybrid Flicker		412.5
FLOW	Flammulated Owl	Otus flammeolus	374
FLSJ	Florida Scrub-Jay	Aphelocoma coerulescens	479
FOEL	Forest Elaenia	Myiopagis gaimardii	
FOSP	Fox Sparrow	Passerella iliaca	585
FOTE	Forster's Tern	Sterna forsteri	69
FOTH	Forest Thrush	Cichlherminia lherminieri	
FRGU	Franklin's Gull	Larus pipixcan	59
FRTA	Flame-rumped Tanager	Ramphocelus flammigerus	
FSSP	Five-striped Sparrow	Aimophila quinquestriata	574.20000000000005
FTFL	Fork-tailed Flycatcher	Tyrannus savana	442
FTHE	Fasciated Tiger-Heron	Tigrisoma fasciatum	
FTHU	Fiery-throated Hummingbird	Panterpe insignis	
FTHW	Flame-throated Warbler	Parula gutturalis	
FTSP	Fork-tailed Storm-Petrel	Oceanodroma furcata	105
FTSW	Fork-tailed Swift	Apus pacificus	424.10000000000002
FTWA	Fan-tailed Warbler	Euthlypis lachrymosa	688.10000000000002
FUOW	Fulvous Owl	Strix fulvescens	
FUWD	Fulvous Whistling-Duck	Dendrocygna bicolor	178
FVEU	Fulvous-vented Euphonia	Euphonia fulvicrissa	
GABU	Greater Antillean Bullfinch	Loxigilla violacea	917.79999999999995
GADW	Gadwall	Anas strepera	135
GAEL	Greater Antillean Elaenia	Elaenia fallax	910.10000000000002
GAEM	Garden Emerald	Chlorostilbon assimilis	
GAGR	Greater Antillean Grackle	Quiscalus niger	513.10000000000002
GAGT	Gray-and-gold Tanager	Tangara palmeri	
GAKI	Greater Akialoa	Hemignathus ellisianus	
GANI	Greater Antillean Nightjar	Caprimulgus cubanensis	
GANT	Great Antshrike	Taraba major	
GAOR	Greater Antillean Oriole	Icterus dominicensis	
GAPE	Galapagos Petrel	Pterodroma phaeopygia	98.5
GAQU	Gambel's Quail	Callipepla gambelii	295
GARG	Garganey	Anas querquedula	139.19999999999999
GARK	Green-and-rufous Kingfisher	Chloroceryle inda	
GATH	Garnet-throated Hummingbird	Lamprolaima rhami	
GBAN	Groove-billed Ani	Crotophaga sulcirostris	384
GBAT	Gray-backed Tern	Onychoprion lunatus	
GBBG	Great Black-backed Gull	Larus marinus	47
GBCH	Golden-browed Chlorophonia	Chlorophonia callophrys	
GBCR	Gray-breasted Crake	Laterallus exilis	
GBFL	Golden-bellied Flycatcher	Myiodynastes hemichrysus	
GBHE	Great Blue Heron	Ardea herodias	194
GBMG	Green-breasted Mountain-gem	Lampornis sybillae	
GBSP	Green-backed Sparrow	Arremonops chloronotus	853.79999999999995
GBTE	Gull-billed Tern	Gelochelidon nilotica	63
GBWA	Golden-browed Warbler	Basileuterus belli	
GBWO	Gray-breasted Woodpecker	Melanerpes hypopolius	
GBWR	Gray-barred Wren	Campylorhynchus megalopterus	
GBWW	Gray-breasted Wood-Wren	Henicorhina leucophrys	
GCAF	Gray-capped Flycatcher	Myiozetetes granadensis	
GCAT	Grand Cayman Thrush	Turdus ravidus	
GCBE	Gray-collared Becard	Pachyramphus major	
GCBR	Green-crowned Brilliant	Heliodoxa jacula	
GCBT	Gray-cheeked/Bicknell's Thrush	Catharus minimus x bickn.	757.89999999999998
GCDO	Gray-chested Dove	Leptotila cassini	
GCEM	Golden-crowned Emerald	Chlorostilbon auriceps	
GCFL	Great Crested Flycatcher	Myiarchus crinitus	452
GCHW	Golden-cheeked Woodpecker	Melanerpes chrysogenys	
GCKI	Golden-crowned Kinglet	Regulus satrapa	748
GCMA	Golden-collared Manakin	Manacus vitellinus	
GCNU	Gray-cheeked Nunlet	Nonnula ruficapilla	
GCPT	Gray-crowned Palm-Tanager	Phaenicophilus poliocephalus	
GCRF	Gray-crowned Rosy-Finch	Leucosticte tephrocotis	524
GCRS	Golden-crowned Spadebill	Platyrinchus coronatus	
GCRW	Golden-crowned Warbler	Basileuterus culicivorus	692
GCSP	Golden-crowned Sparrow	Zonotrichia atricapilla	557
GCTE	Great Crested Tern	Thallasseus bergii	
GCTH	Gray-cheeked Thrush	Catharus minimus	757
GCWA	Golden-cheeked Warbler	Dendroica chrysoparia	666
GCYE	Gray-crowned Yellowthroat	Geothlypis poliocephala	682.10000000000002
GFGR	Golden-fronted Greenlet	Hylophilus aurantiifrons	
GFHU	Green-fronted Hummingbird	Amazilia viridifrons	
GFLA	Greater Flamingo	Phoenicopterus ruber	
GFLY	Grenada Flycatcher	Myiarchus nugator	
GFQD	Gray-fronted Quail-Dove	Geotrygon caniceps	
GFRI	Great Frigatebird	Fregata minor	
GFRL	Green-fronted Lancebill	Doryfera ludovicae	
GFWO	Golden-fronted Woodpecker	Melanerpes aurifrons	410
GGMA	Great Green Macaw	Ara ambiguus	
GGOW	Great Gray Owl	Strix nebulosa	370
GGWO	Golden-green Woodpecker	Piculus chrysochloros	
GHCH	Gray-headed Chickadee	Poecile cincta	
GHDO	Gray-headed Dove	Leptotila plumbeiceps	
GHEC	Gray-headed Chachalaca	Ortalis cinereiceps	
GHET	Gray-headed Tanager	Eucometis penicillata	
GHGU	Gray-hooded Gull	Larus cirrocephalus	
GHJU	Gray-headed Junco	Junco h. caniceps	569
GHKI	Gray-headed Kite	Leptodon cayanensis	
GHMA	Golden-headed Manakin	Pipra erythrocephala	
GHOT	Golden-hooded Tanager	Tangara larvata	
GHOW	Great Horned Owl	Bubo virginianus	375
GHPI	Gray-headed Piprites	Piprites griseiceps	
GHQU	Golden-headed Quetzal	Pharomachrus auriceps	
GICO	Giant Cowbird	Molothrus oryzivorus	
GIFL	Gilded Flicker	Colaptes chrysoides	414
GIKI	Giant Kingbird	Tyrannus cubensis	
GIWO	Gila Woodpecker	Melanerpes uropygialis	411
GIWR	Giant Wren	Campylorhynchus chiapensis	
GJAC	Great Jacamar	Jacamerops aureus	
GKIN	Green Kingfisher	Chloroceryle americana	391
GKIS	Great Kiskadee	Pitangus sulphuratus	449
GLGU	Glaucous Gull	Larus hyperboreus	42
GLIB	Glossy Ibis	Plegadis falcinellus	186
GLTH	Glow-throated Hummingbird	Selasphorus ardens	
GMAG	Green Mango	Anthracothorax viridis	
GMAK	Green Manakin	Chloropipo holochlora	
GNBM	Green-breasted Mango	Anthracothorax prevostii	
GNCW	Green-crowned Woodnymph	Thalurania fannyi	
GNLA	Greater Necklaced Laughingthrush	Garrulax pectoralis	
GNTA	Green-naped Tanager	Tangara fucosa	
GNWO	Golden-naped Woodpecker	Melanerpes chrysauchen	
GNWR	Gray-necked Wood-Rail	Aramides cajanea	
GOCF	Golden-crowned Flycatcher	Myiodynastes chrysocephalus	
GOEA	Golden Eagle	Aquila chrysaetos	349
GOSW	Golden Swallow	Tachycineta euchrysea	
GOVI	Golden Vireo	Vireo hypochryseus	
GOWO	Golden-olive Woodpecker	Piculus rubiginosus	
GRAE	Gray Elaenia	Myiopagis caniceps	
GRAF	Gray Francolin	Francolinus pondicerianus	
GRAH	Gray Heron	Ardea cinerea	
GRAJ	Gray Jay	Perisoreus canadensis	484
GRAK	Gray Kingbird	Tyrannus dominicensis	445
GRAM	Greater Amakihi	Hemignathus sagittirostris	
GRAP	Gray Partridge	Perdix perdix	288.10000000000002
GRAS	Grayish Saltator	Saltator coerulescens	
GRAT	Gray Thrasher	Toxostoma cinereum	76.099999999999994
GRAU	Great Auk	Pinguinus impennis	
GRAW	Gray Wagtail	Motacilla cinerea	696.10000000000002
GRBH	Great Black-Hawk	Buteogallus urubitinga	
GRBU	Gray Bunting	Emberiza variabilis	535.29999999999995
GRCA	Gray Catbird	Dumetella carolinensis	704
GRCO	Great Cormorant	Phalacrocorax carbo	119
GRCU	Great Curassow	Crax rubra	
GRDO	Grenada Dove	Leptotila wellsi	
GREG	Great Egret	Ardea alba	196
GREH	Green Hermit	Phaethornis guy	
GREJ	Green Jay	Cyanocorax yncas	483
GREL	Greenish Elaenia	Myiopagis viridicata	471.10000000000002
GREP	Green Parakeet	Aratinga holochlora	
GRET	Green Thorntail	Discosura conversii	
GRFH	Gray Frog-Hawk	Accipiter soloensis	
GRFL	Gray Flycatcher	Empidonax wrightii	469.10000000000002
GRGU	Gray Gull	Larus modestus	
GRHA	Gray Hawk	Buteo nitida	346
GRHE	Green Heron	Butorides virescens	201
GRHO	Green Honeycreeper	Chlorophanes spiza	
GRIB	Green Ibis	Mesembrinibis cayennensis	
GRKF	Greater Koa-Finch	Rhodacanthis palmeri	
GRKN	Great Knot	Calidris tenuirostris	234.09999999999999
GRLC	Great Lizard-Cuckoo	Coccyzus merlini	
GRNI	Gray Nightjar	Caprimulgus indicus	
GRPC	Greater Prairie-Chicken	Tympanuchus cupido	305
GRPE	Greater Pewee	Contopus pertinax	460
GRPO	Great Potoo	Nyctibius grandis	
GRPU	Greenish Puffleg	Haplophaedia aureliae	
GRRO	Greater Roadrunner	Geococcyx californianus	385
GRSA	Green Sandpiper	Tringa ochropus	
GRSC	Greater Scaup	Aythya marila	148
GRSF	Gray Silky-flycatcher	Ptilogonys cinereus	
GRSG	Greater Sage-Grouse	Centrocercus urophasianus	309
GRSH	Greater Shearwater	Puffinus gravis	89
GRSK	Great Skua	Stercocarius skua	35
GRSP	Grasshopper Sparrow	Ammodramus savannarum	546
GRSV	Green Shrike-Vireo	Vireolanius pulchellus	
GRSW	Gray-rumped Swift	Chaetura cinereiventris	
GRTA	Greater Ani	Crotophaga major	
GRTI	Great Tinamou	Tinamus major	
GRTR	Gray Trembler	Cinclocerthia gutturalis	
GRUP	Green-rumped Parrotlet	Forpus passerinus	
GRVE	Green Violet-ear	Colibri thalassinus	427.10000000000002
GRVI	Gray Vireo	Vireo vicinior	634
GRWA	Grace's Warbler	Dendroica graciae	664
GRYE	Greater Yellowlegs	Tringa melanoleuca	254
GRYF	Grassland Yellow-Finch	Sicalis luteola	
GSAP	Greater Sand-Plover	Charadrius leschenaultii	
GSBF	Green-striped Brush-Finch	Buarremon virenticeps	
GSFL	Gray-streaked Flycatcher	Muscicapa griseisticta	773
GSGB	Greater Snow Goose Blue-morph	Chen c. atlantica	
GSGI	Greater Snow Goose Intermediate-morph	Chen c. atlantica	
GSGW	Greater Snow Goose White-morph	Chen c. atlantica	
GSTS	Great Swallow-tailed Swift	Panyptila sanctihieronymi	
GSWO	Great Spotted Woodpecker	Dendrocopos major	
GTCA	Green-throated Carib	Eulampis holosericeus	436.30000000000001
GTCH	Gray-throated Chat	Granatellus sallaei	
GTGR	Great-tailed Grackle	Quiscalus mexicanus	512
GTLE	Gray-throated Leaftosser	Sclerurus albigularis	
GTMG	Green-throated Mountain-gem	Lampornis viridipallens	
GTTA	Gray-tailed Tattler	Tringa brevipes	
GTTO	Green-tailed Towhee	Pipilo chlorurus	590
GTWA	Green-tailed Warbler	Microligea palustris	
GUCA	Guadalupe Caracara	Caracara lutosa	363
GUHA	Gundlach's Hawk	Accipiter gundlachi	
GUSG	Gunnison Sage-Grouse	Centrocercus minimus	
GUSP	Guadalupe Storm-Petrel	Oceanodroma macrodactyla	106.09999999999999
GUWO	Guadeloupe Woodpecker	Melanerpes herminieri	
GWCS	Gambel's White-crowned Sparrow	Zonotrichia l. gambelii	555
GWFG	Greater White-fronted Goose	Anser albifrons	171
GWGU	Glaucous-winged Gull	Larus glaucescens	44
GWHE	Great White Heron	Ardea h. occidentalis	192
GWPE	Great-winged Petrel	Pterodroma macroptera	
GWTE	Green-winged Teal	Anas crecca	
GWWA	Golden-winged Warbler	Vermivora chrysoptera	642
GYBM	Gray-breasted Martin	Progne chalybea	611.20000000000005
GYCW	Gray-crowned Woodpecker	Piculus auricularis	
GYRF	Gyrfalcon	Falco rusticolus	354
HAAM	Hawaii Amakihi	Hemignathus virens	782
HACO	Hawaiian Coot	Fulica alai	220.09999999999999
HADU	Harlequin Duck	Histrionicus histrionicus	155
HAEA	Harpy Eagle	Harpia harpyja	
HAFL	Hammond's Flycatcher	Empidonax hammondii	468
HAGO	Hawaiian Goose	Branta sandvicensis	175.09999999999999
HALH	Harlan's Hawk	Buteo j. harlani	338
HAMA	Hawaii Mamo	Drepanis pacifica	
HAMO	Hawaiian Moorhen	Gallinula c. sandvicensis	219.09999999999999
HAOO	Hawaii Oo	Moho nobilis	
HAPE	Hawaiian Petrel	Pterodroma sandwichensis	
HARA	Hawaiian Rail	Porzana sandwichensis	
HASH	Harris's Hawk	Parabuteo unicinctus	335
HASP	Harris's Sparrow	Zonotrichia querula	553
HAST	Hawaiian Stilt	Himantopus m. melanurus	226.09999999999999
HAWD	Hawaiian Duck	Anas wyvilliana	132.09999999999999
HAWF	Hawfinch	Coccothraustes coccothraustes	514.20000000000005
HAWH	Hawaiian Hawk	Buteo solitarius	
HAWO	Hairy Woodpecker	Picoides villosus	393
HAWR	Happy Wren	Thryothorus felix	
HBKI	Hook-billed Kite	Chondrohierax uncinatus	327.10000000000002
HCRE	Hawaii Creeper	Oreomystis mana	791
HCRO	Hawaiian Crow	Corvus hawaiiensis	489.19999999999999
HDFL	Hammond's/Dusky Flycatcher	Empidonax hammondii/oberho.	
HEEG	Heermann's Gull	Larus heermanni	57
HELG	Helmeted Guineafowl	Numida meleagris	
HEPE	Herald Petrel	Pterodroma arminjoniana	98.599999999999994
HERG	Herring Gull	Larus argentatus	51
HESP	Henslow's Sparrow	Ammodramus henslowii	547
HETA	Hepatic Tanager	Piranga flava	609
HETH	Hermit Thrush	Catharus guttatus	759
HEWA	Hermit Warbler	Dendroica occidentalis	669
HICR	Hispaniolan Crossbill	Loxia megaplaga	
HIEM	Hispaniolan Emerald	Chlorostilbon swainsonii	
HIGU	Highland Guan	Penelopina nigra	
HILC	Hispaniolan Lizard-Cuckoo	Coccyzus longirostris	
HIMY	Hill Myna	Gracula religiosa	
HIPE	Hispaniolan Pewee	Contopus hispaniolensis	462.39999999999998
HISN	Himalayan Snowcock	Tetraogallus himalayensis	
HISP	Hispaniolan Spindalis	Spindalis dominicensis	
HITI	Highland Tinamou	Nothocercus bonapartei	
HITR	Hispaniolan Trogon	Priotelus roseigaster	
HIWO	Hispaniolan Woodpecker	Melanerpes striatus	
HOEM	Honduran Emerald	Amazilia luciae	
HOFI	House Finch	Carpodacus mexicanus	519
HOGR	Horned Grebe	Podiceps auritus	3
HOGU	Horned Guan	Oreophasis derbianus	
HOLA	Horned Lark	Eremophila alpestris	474
HOME	Hooded Merganser	Lophodytes cucullatus	131
HOOG	Hooded Grosbeak	Coccothraustes abeillei	
HOOR	Hooded Oriole	Icterus cucullatus	505
HOPU	Horned Puffin	Fratercula corniculata	14
HORE	Hoary Redpoll	Carduelis hornemanni	527
HOSP	House Sparrow	Passer domesticus	688.20000000000005
HOWA	Hooded Warbler	Wilsonia citrina	684
HOWO	Hoffmann's Woodpecker	Melanerpes hoffmannii	
HOWR	House Wren	Troglodytes aedon	721
HOYE	Hooded Yellowthroat	Geothlypis nelsoni	
HPAK	Hispaniolan Parakeet	Aratinga chloroptera	
HPAT	Hispaniolan Parrot	Amazona ventralis	
HUGO	Hudsonian Godwit	Limosa haemastica	251
HUSA	Humboldt's Sapphire	Hylocharis humboldtii	
HUVI	Hutton's Vireo	Vireo huttoni	632
HWAM	Hwamei	Garrulax canorus	
IBIW	Ivory-billed Woodcreeper	Xiphorhynchus flavigaster	
IBWO	Ivory-billed Woodpecker	Campephilus principalis	392
ICGU	Iceland Gull	Larus glaucoides	43
IIWI	Iiwi	Vestiaria coccinea	798
IMAN	Immaculate Antbird	Myrmeciza immaculata	
IMPA	Imperial Parrot	Amazona imperialis	
IMWO	Imperial Woodpecker	Campephilus imperialis	
INBU	Indigo Bunting	Passerina cyanea	598
INDO	Inca Dove	Columbina inca	321
INSI	Indian Silverbill	Lonchura malabarica	
INTE	Inca Tern	Larosterna inca	
IPSP	Ipswich Sparrow	Passerculus s. princeps	541
ISSJ	Island Scrub-Jay	Aphelocoma insularis	481.10000000000002
IVGU	Ivory Gull	Pagophila eburnea	39
JABE	Jamaican Becard	Pachyramphus niger	
JABI	Jabiru	Jabiru mycteria	189
JABL	Jamaican Blackbird	Nesopsar nigerrimus	
JABW	Japanese Bush-Warbler	Cettia diphone	746.10000000000002
JACR	Jamaican Crow	Corvus jamaicensis	910.70000000000005
JAEL	Jamaican Elaenia	Myiopagis cotta	910.20000000000005
JAEU	Jamaican Euphonia	Euphonia jamaica	915.29999999999995
JALC	Jamaican Lizard-Cuckoo	Coccyzus vetula	
JAMA	Jamaican Mango	Anthracothorax mango	436.10000000000002
JAMS	Jamaican Spindalis	Spindalis nigricephala	
JAOR	Jamaican Oriole	Icterus leucopteryx	916.89999999999998
JAOW	Jamaican Owl	Pseudoscops grammicus	
JAPA	Jamaican Pauraque	Siphonorhis americana	
JAPE	Jamaican Pewee	Contopus pallidus	462.30000000000001
JAQU	Japanese Quail	Coturnix japonica	
JASN	Jack Snipe	Lymnocryptes minimus	230.19999999999999
JASP	Java Sparrow	Padda oryzivora	813
JATO	Jamaican Tody	Todus todus	908.10000000000002
JAVI	Jamaican Vireo	Vireo modestus	
JAWE	Japanese White-eye	Zosterops japonicus	622.60000000000002
JAWO	Jamaican Woodpecker	Melanerpes radiolatus	
JEAN	Jet Antbird	Cercomacra nigricans	
JFPE	Juan Fernandez Petrel	Pterodroma externa	
JOPE	Jouanin's Petrel	Bulweria fallax	
JUTI	Juniper Titmouse	Baeolophus ridgwayi	733.10000000000002
KAAM	Kauai Amakihi	Hemignathuus kauaiensis	783
KAKA	Kakawahie	Paroreomyza flammea	
KAMA	Kamao	Myadestes myadestinus	754.29999999999995
KAOO	Kauai Oo	Moho braccatus	622.10000000000002
KAPH	Kalij Pheasant	Lophura leucomelanos	
KBMO	Keel-billed Motmot	Electron carinatum	
KBTO	Keel-billed Toucan	Ramphastos sulfuratus	
KEGU	Kelp Gull	Larus dominicanus	
KEPE	Kermadec Petrel	Pterodroma neglecta	853.60000000000002
KEWA	Kentucky Warbler	Oporornis formosus	677
KIEI	King Eider	Somateria spectabilis	162
KILL	Killdeer	Charadrius vociferus	273
KIMU	Kittlitz's Murrelet	Brachyramphus brevirostris	24
KIOE	Kioea	Chaetoptila angustipluma	
KIRA	King Rail	Rallus elegans	208
KIVU	King Vulture	Sarcoramphus papa	
KIWA	Kirtland's Warbler	Dendroica kirtlandii	670
KOGR	Kona Grosbeak	Chloridops kona	
KWQD	Key West Quail-Dove	Geotrygon chrysia	322
